127.0.0.1 - - [01/Oct/2025:13:25:29 +0200] "GET / HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:43:57 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:03 +0200] "GET /Projekt/admin_item.jsp HTTP/1.1" 200 9840
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:03 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:04 +0200] "GET /Projekt/admin_item.jsp?uid=5 HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:04 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:16 +0200] "GET /Projekt/admin_item.jsp HTTP/1.1" 200 9840
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:16 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:19 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6104
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:20 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:21 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:21 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:23 +0200] "GET /Projekt/admin_user.jsp?uid=1 HTTP/1.1" 200 43955
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:23 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:28 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103659
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:28 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:39 +0200] "POST /Projekt/buchungen HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:39 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:39 +0200] "GET /Projekt/js/jquery-3.7.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:39 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:39 +0200] "GET /Projekt/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:40 +0200] "GET /Projekt/admin_user.jsp?buchungsverlauf=1 HTTP/1.1" 200 84366
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:40 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:56 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:44:56 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:02 +0200] "GET /Projekt/admin_user.jsp?uid=2 HTTP/1.1" 200 38366
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:02 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:05 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6103
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/wasser_still.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/wasser_medium.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/wasser_sprudel.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/bier.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/kaffe.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/iso.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:45:06 +0200] "GET /Projekt/Icon/cola.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:26 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:26 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:27 +0200] "GET /Projekt/css/admin.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:27 +0200] "GET /Projekt/js/jquery-3.7.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:27 +0200] "GET /Projekt/js/admin.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:27 +0200] "GET /Projekt/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:32 +0200] "GET /Projekt/admin_item.jsp HTTP/1.1" 200 9851
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:32 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:34 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 16491
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:34 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:34 +0200] "GET /Projekt/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:37 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:37 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6103
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/wasser_still.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/wasser_medium.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/bier.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/wasser_sprudel.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/iso.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/kaffe.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:50:38 +0200] "GET /Projekt/Icon/cola.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:33 +0200] "GET /Projekt/admin_user.jsp HTTP/1.1" 200 103657
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:33 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:42 +0200] "GET /Projekt/admin_item.jsp HTTP/1.1" 200 9851
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:42 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:43 +0200] "GET /Projekt/profil.jsp HTTP/1.1" 200 2617
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:43 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:44 +0200] "GET /Projekt/verlauf.jsp HTTP/1.1" 200 16491
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:44 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:46 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6103
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:46 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:47 +0200] "GET /Projekt/index.jsp HTTP/1.1" 200 6103
0:0:0:0:0:0:0:1 - - [01/Oct/2025:13:51:47 +0200] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 818
